"RUA";"BAIRRO";"CIDADE";"CEP";"LATITUDE";"LONGITUDE"
" Rua Benvenuto Colbachini";" Vila Santa Catarina";" Americana/SP";"13466-322";-22.753792;-47.332485
" Travessa Copo de Leite";" Cidade Jardim II";" Americana/SP";"13467-082";-22.760745;-47.332522
" Rua dos Sândalos";" Jardim Marcia Cristina";" Americana/SP";"13466-680";-22.75626;-47.332585
" Rua da Marambaia";" Jardim Guanabara";" Americana/SP";"13471-430";-22.719009;-47.332632
" Rua dos Tucanos";" Vila Mathiesen";" Americana/SP";"13467-330";-22.768865;-47.332653
" Rua Gabriel Idálio de Camargo";" Vila Pavan";" Americana/SP";"13465-130";-22.745972;-47.332668
" Rua dos Tinhorões";" Jardim Marcia Cristina";" Americana/SP";"13466-670";-22.756205;-47.332689
" Rua das Tílias";" Vila Biasi";" Americana/SP";"13466-703";-22.757215;-47.332723
" Rua dos Professores";" Centro";" Americana/SP";"13465-060";-22.743548;-47.332725
" Rua da Gávea";" Jardim Guanabara";" Americana/SP";"13471-340";-22.720028;-47.332765
" Travessa Flor do Campo";" Cidade Jardim II";" Americana/SP";"13467-081";-22.760761;-47.332781
" Praça Américo Rodrigues de Almeida";" Vila Amorim";" Americana/SP";"13469-149";-22.767313;-47.332814
" Praça Padre Roberto Landell de Moura";" Cidade Jardim II";" Americana/SP";"13467-209";-22.76711;-47.33286
" Praça do Trabalhador";" Jardim São Paulo";" Americana/SP";"13468-169";-22.741907;-47.33286
" Rua Luiz Delbem";" Vila Pavan";" Americana/SP";"13465-110";-22.745173;-47.332892
" Travessa Luiz Delbem";" Vila Pavan";" Americana/SP";"13465-111";-22.745383;-47.333
" Rua da Prata";" Vila Biasi";" Americana/SP";"13466-700";-22.758854;-47.333032
" Avenida Lírio Correa";" Parque Nova Carioba";" Americana/SP";"13473-762";-22.716514;-47.33308
" Rua Tibiriçá";" Conserva";" Americana/SP";"13466-044";-22.75161;-47.333145
" Rua Anhanguera";" Nova Americana";" Americana/SP";"13466-060";-22.749642;-47.333155
" Rua dos Colibris";" Vila Mathiesen";" Americana/SP";"13467-303";-22.764219;-47.333197
" Rua Riachuelo";" Vila Santa Catarina";" Americana/SP";"13466-290";-22.751487;-47.333229
" Rua das Campanulas";" Jardim Marcia Cristina";" Americana/SP";"13466-690";-22.756267;-47.333273
" Rua Catarina Menegazzo Zanaga";" Jardim Lizandra";" Americana/SP";"13471-323";-22.723467;-47.333282
" Rua Tamoio";" Vila Santa Catarina";" Americana/SP";"13466-250";-22.747713;-47.333305
" Rua Francisco Rubbo";" Centro";" Americana/SP";"13465-311";-22.734709;-47.333407
" Rua do Castelo";" Jardim Guanabara";" Americana/SP";"13471-420";-22.718435;-47.333438
" Rua Duque de Caxias";" Vila Santa Catarina";" Americana/SP";"13466-320";-22.75051;-47.333449
" Rua do Botafogo";" Jardim Guanabara";" Americana/SP";"13471-350";-22.721105;-47.333471
" Rua Tuiuti";" Vila Santa Catarina";" Americana/SP";"13466-260";-22.748825;-47.333514
" Rua Pau Brasil";" Vila São Pedro";" Americana/SP";"13466-500";-22.75471;-47.333514
" Rua das Garças";" Vila Mathiesen";" Americana/SP";"13467-323";-22.770701;-47.333651
" Rua Domingos Nardini";" Vila Pavan";" Americana/SP";"13465-120";-22.745762;-47.333698
" Rua Abolição";" Vila Santa Catarina";" Americana/SP";"13466-280";-22.750453;-47.333716
" Rua Heitor Penteado";" Centro";" Americana/SP";"13465-300";-22.757071;-47.333771
" Rua Princesa Isabel";" Centro";" Americana/SP";"13465-260";-22.742672;-47.333782
" Rua Antônio Galvão Cezarino Leite";" Vila Santa Catarina";" Americana/SP";"13466-323";-22.751283;-47.333824
" Rua Doutor Vieira Bueno";" Centro";" Americana/SP";"13465-270";-22.739758;-47.33389
" Rua Carmela Campari Sacilotto";" Jardim Lizandra";" Americana/SP";"13471-322";-22.723626;-47.333949
" Rua das Cravinas";" Cidade Jardim I";" Americana/SP";"13466-650";-22.758973;-47.333951
" Rua da Urca";" Jardim Guanabara";" Americana/SP";"13471-360";-22.719954;-47.333992
" Travessa Antônio Galvão Cezarino Leite";" Vila Santa Catarina";" Americana/SP";"13466-324";-22.750613;-47.334203
" Rua Josias Silveira Camargo";" Vila Santa Catarina";" Americana/SP";"13466-326";-22.752564;-47.334248
" Rua Rui Barbosa";" Centro";" Americana/SP";"13465-280";-22.740702;-47.334346
" Avenida Alvaro Dell Agnese";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-805";-22.740745;-47.334356
" Rua Nicola Fiore";" Jardim Pau Brasil";" Americana/SP";"13472-661";-22.720102;-47.334499
" Avenida Prefeito Abdo Najar";" Nova Americana";" Americana/SP";"13466-090";-22.753245;-47.334521
" Rua Maria Bover Boldrini";" Jardim Lizandra";" Americana/SP";"13471-320";-22.72381;-47.334561
" Rua do Leblon";" Jardim Guanabara";" Americana/SP";"13471-370";-22.720129;-47.334612
" Avenida Doutor Antônio Lobo";" Centro";" Americana/SP";"13465-005";-22.738008;-47.334619
" Rua Cecília Azenha";" Jardim Lizandra";" Americana/SP";"13471-321";-22.72326;-47.334629
" Rua Gardênia";" Cidade Jardim II";" Americana/SP";"13467-194";-22.769916;-47.334629
" Praça da Bandeira";" Jardim Girassol";" Americana/SP";"13465-669";-22.742312;-47.334629
" Rua dos Berilos";" Jardim Bela Vista";" Americana/SP";"13471-251";-22.728509;-47.33463
" Rua das Palmas";" Cidade Jardim I";" Americana/SP";"13466-640";-22.758112;-47.334694
" Rua Doze de Outubro";" Vila Santa Catarina";" Americana/SP";"13466-330";-22.750438;-47.334727
" Rua do Jacarepaguá";" Jardim Guanabara";" Americana/SP";"13471-440";-22.720709;-47.334793
" Rua Gonçalves Dias";" Jardim Girassol";" Americana/SP";"13465-670";-22.747358;-47.334913
" Rua das Papoulas";" Cidade Jardim I";" Americana/SP";"13466-620";-22.75794;-47.334919
" Avenida Bandeirantes";" Loteamento Residencial Jardim dos Pinheiros";" Americana/SP";"13472-643";-22.72596;-47.33497
" Rua Maria Cecília Pinheiro";" Loteamento Residencial Jardim dos Pinheiros";" Americana/SP";"13472-633";-22.725959;-47.33497
" Avenida Bandeirantes";" Vila Gobbo";" Americana/SP";"13478-041";-22.741794;-47.335021
" Rua Juvêncio de Almeida";" Vila Medon";" Americana/SP";"13465-210";-22.748176;-47.335041
" Rua das Alfazemas";" Cidade Jardim II";" Americana/SP";"13467-191";-22.768827;-47.33523
" Rua dos Topázios";" Jardim Bela Vista";" Americana/SP";"13471-222";-22.732911;-47.335241
" Rua das Maravilhas";" Jardim Nielsen Ville";" Americana/SP";"13467-230";-22.770118;-47.335241
" Rua do Bangu";" Jardim Guanabara";" Americana/SP";"13471-380";-22.720578;-47.335243
" Rua Doutor Angelino Sanches";" Vila São Pedro";" Americana/SP";"13466-490";-22.753945;-47.335254
" Rua Padre Manoel da Nóbrega";" Vila Santa Catarina";" Americana/SP";"13466-321";-22.752031;-47.335268
" Rua dos Lilases";" Cidade Jardim II";" Americana/SP";"13467-200";-22.764013;-47.335283
" Rua dos Gerânios";" Cidade Jardim II";" Americana/SP";"13467-192";-22.767915;-47.335305
" Praça Oscar Ignácio de Souza";" Cidade Jardim II";" Americana/SP";"13467-119";-22.763685;-47.335312
" Rua Francisco Lapierre";" Vila São Pedro";" Americana/SP";"13466-510";-22.755913;-47.335388
" Rua de Copacabana";" Jardim Guanabara";" Americana/SP";"13471-400";-22.722518;-47.335447
" Estrada Velha de Carioba";" Carioba";" Americana/SP";"13472-714";-22.726693;-47.335448
" Rua das Dracenas";" Cidade Jardim II";" Americana/SP";"13467-195";-22.766844;-47.335504
" Rua José Ferreira Aranha";" Vila Rehder";" Americana/SP";"13465-340";-22.743168;-47.335509
" Rua Dom Pedro II";" Conserva";" Americana/SP";"13466-000";-22.747362;-47.335629
" Rua das Angélicas";" Cidade Jardim I";" Americana/SP";"13466-630";-22.757961;-47.335656
" Rua Naide Polo Worschech";" Loteamento Residencial Jardim dos Pinheiros";" Americana/SP";"13472-635";-22.726749;-47.335673
" Rua Cynthia Américo";" Jardim Pau Brasil";" Americana/SP";"13472-659";-22.721256;-47.335725
" Avenida Brasil";" Vila Medon";" Americana/SP";"13465-240";-22.744715;-47.335793
" Rua Domingos Sávio";" Vila São Pedro";" Americana/SP";"13466-450";-22.753448;-47.335826
" Rua da Tijuca";" Jardim Guanabara";" Americana/SP";"13471-390";-22.720501;-47.33584
" Rua Benedito Soares de Barros";" Centro";" Americana/SP";"13465-510";-22.739113;-47.335852
" Travessa Giongo";" Centro";" Americana/SP";"13465-521";-22.740313;-47.335852
" Rua Padre Epifânio Estevam";" Centro";" Americana/SP";"13465-250";-22.74183;-47.335895
" Praça Bruno Elias";" Vila Cordenonsi";" Americana/SP";"13472-499";-22.730108;-47.3359
" Praça Evangelista de Nardo";" Cidade Jardim I";" Americana/SP";"13466-539";-22.756114;-47.335917
" Rua das Magnólias";" Cidade Jardim II";" Americana/SP";"13467-150";-22.766718;-47.335917
" Rua Primo Picoli";" Jardim Girassol";" Americana/SP";"13465-640";-22.742215;-47.335951
" Rua dos Cristais";" Jardim Bela Vista";" Americana/SP";"13471-241";-22.729747;-47.335973
" Rua Romildo Bosquiero";" Loteamento Residencial Jardim Esperança";" Americana/SP";"13477-764";-22.736212;-47.336035
" Rua Romeu Benotto";" Jardim Bela Vista";" Americana/SP";"13471-250";-22.728486;-47.336041
" Rua Bromélia";" Cidade Jardim II";" Americana/SP";"13467-193";-22.769339;-47.336089
" Rua Rio Claro";" Parque Novo Mundo";" Americana/SP";"13467-490";-22.773284;-47.336188
" Rua Quintino Bocaiúva";" Vila Santa Catarina";" Americana/SP";"13466-300";-22.749835;-47.336226
" Rua dos Jambeiros";" Vila São Pedro";" Americana/SP";"13466-470";-22.75445;-47.336227
" Rua Comendador Müller";" Vila Rehder";" Americana/SP";"13465-410";-22.735725;-47.336232
" Rua Gonçalves Dias";" Vila Pavan";" Americana/SP";"13465-140";-22.745716;-47.336246
" Rua dos Cactos";" Cidade Jardim II";" Americana/SP";"13467-090";-22.762024;-47.336275
" Rua Herman Müller Carioba";" Jardim Girassol";" Americana/SP";"13465-630";-22.742655;-47.336372
" Rua Florindo Cibin";" Paraíso";" Americana/SP";"13465-700";-22.750419;-47.336424
" Rua das Margaridas";" Cidade Jardim II";" Americana/SP";"13467-140";-22.768234;-47.336454
" Rua Marechal Cândido Rondon";" Jardim Girassol";" Americana/SP";"13465-650";-22.743115;-47.336464
" Rua Ilha do Governador";" Jardim Novo Horizonte";" Americana/SP";"13471-473";-22.720311;-47.336464
" Rua Álvaro Ribeiro";" Vila Rehder";" Americana/SP";"13465-400";-22.7365;-47.336479
" Rua dos Ametistas";" Jardim Bela Vista";" Americana/SP";"13471-223";-22.733511;-47.336528
" Rua Monsenhor Nazareno Maggi";" Jardim Bela Vista";" Americana/SP";"13471-260";-22.72871;-47.336528
" Rua Doutor Gastão Vidigal";" Vila Rehder";" Americana/SP";"13465-351";-22.734711;-47.336528
" Rua Ângelo Orlando";" Vila Medon";" Americana/SP";"13465-180";-22.746862;-47.336567
" Rua Fortunato Basseto";" Vila Medon";" Americana/SP";"13465-160";-22.746613;-47.33658
" Rua das Tamaras";" Vila São Pedro";" Americana/SP";"13466-460";-22.753913;-47.336609
" Rua da Boa Vontade";" Jardim Bela Vista";" Americana/SP";"13471-230";-22.732627;-47.336614
" Rua das Primaveras";" Cidade Jardim I";" Americana/SP";"13466-530";-22.756759;-47.336618
" Avenida Prefeito Abdo Najar";" Vila Galo";" Americana/SP";"13466-390";-22.754829;-47.336624
" Rua Ipiranga";" Vila Rehder";" Americana/SP";"13465-360";-22.736906;-47.336651
" Rodovia Luiz de Queiroz";" Bairro da Lagoa";" Americana/SP";"13479-300";-22.756438;-47.336659
" Rua Carioba";" Vila Cordenonsi";" Americana/SP";"13472-560";-22.724881;-47.336679
" Rua Antônio Frezarin";" Vila Medon";" Americana/SP";"13465-200";-22.749359;-47.336754
" Rua das Violetas";" Cidade Jardim II";" Americana/SP";"13467-100";-22.76255;-47.336788
" Rua dos Marmelos";" Vila São Pedro";" Americana/SP";"13466-480";-22.754998;-47.336835
" Rua Pinhal";" Parque Novo Mundo";" Americana/SP";"13467-510";-22.772813;-47.336839
" Rua Dom Bosco";" Vila Santa Catarina";" Americana/SP";"13466-327";-22.755037;-47.33688
" Travessa Luiz Adami";" Vila Medon";" Americana/SP";"13465-221";-22.749142;-47.336901
" Rua H";" Carioba";" Americana/SP";"13472-713";-22.742119;-47.336922
" Rua Luiz Adami";" Vila Medon";" Americana/SP";"13465-220";-22.74931;-47.33697
" Rua Niels Nielsen";" Vila Medon";" Americana/SP";"13465-170";-22.746727;-47.337118
" Rua Achiles Zanaga";" Vila Medon";" Americana/SP";"13465-190";-22.747932;-47.337131
" Rua das Esmeraldas";" Jardim Bela Vista";" Americana/SP";"13471-231";-22.731911;-47.33714
" Rua das Tulipas";" Cidade Jardim I";" Americana/SP";"13466-520";-22.756714;-47.33714
" Rua dos Girassóis";" Cidade Jardim II";" Americana/SP";"13467-130";-22.764918;-47.337142
" Praça Liráucio Gomes";" Jardim Girassol";" Americana/SP";"13465-610";-22.742478;-47.337218
" Rua das Petúnias";" Cidade Jardim II";" Americana/SP";"13467-070";-22.760512;-47.33727
" Rua Fernandes Casagrande";" Jardim Bela Vista";" Americana/SP";"13471-265";-22.728705;-47.337283
" Rua das Esmeraldas";" Jardim Santa Mônica";" Americana/SP";"13471-271";-22.731852;-47.337317
" Rua Bonsucesso";" Jardim Novo Horizonte";" Americana/SP";"13471-469";-22.71914;-47.337406
" Rua Sempre Viva";" Jardim Nielsen Ville";" Americana/SP";"13467-240";-22.769379;-47.337487
" Travessa Presidente Vargas";" Vila Medon";" Americana/SP";"13465-222";-22.74567;-47.337518
" Rua Presidente Vargas";" Vila Pavan";" Americana/SP";"13465-150";-22.745716;-47.337518
" Avenida América";" Jardim Bela Vista";" Americana/SP";"13471-240";-22.729234;-47.337534
" Rua Gonçalves Dias";" Jardim São Domingos";" Americana/SP";"13471-040";-22.742412;-47.337566
" Rua Antônio Zanaga";" Vila Santa Maria";" Americana/SP";"13471-611";-22.72798;-47.33757
" Rua AndaraÍ";" Jardim Novo Horizonte";" Americana/SP";"13471-471";-22.719548;-47.337622
" Rua dos Rubis";" Jardim Bela Vista";" Americana/SP";"13471-270";-22.728558;-47.337659
" Rua Doutor Cícero Jones";" Vila Rehder";" Americana/SP";"13465-370";-22.736516;-47.337665
" Rua das Malvas";" Cidade Jardim II";" Americana/SP";"13467-170";-22.763463;-47.337686
" Rua dos Salgueiros";" Cidade Jardim I";" Americana/SP";"13466-540";-22.757701;-47.337741
" Rua Célia Gobbo";" Loteamento Residencial Jardim dos Pinheiros";" Americana/SP";"13472-632";-22.725239;-47.337749
" Rua das Camélias";" Cidade Jardim II";" Americana/SP";"13467-196";-22.76872;-47.337751
" Rua Júlio Prestes";" Jardim Girassol";" Americana/SP";"13465-620";-22.741714;-47.337751
" Rua dos Miosótis";" Cidade Jardim I";" Americana/SP";"13466-590";-22.758741;-47.337765
" Rua Maracanã";" Jardim Novo Horizonte";" Americana/SP";"13471-467";-22.72081;-47.337774
" Rua das Safiras";" Jardim Bela Vista";" Americana/SP";"13471-221";-22.732896;-47.337845
" Praça Rotary Club";" Jardim Bela Vista";" Americana/SP";"13471-209";-22.732014;-47.337957
" Rua das Azaléas";" Cidade Jardim II";" Americana/SP";"13467-120";-22.764181;-47.337962
" Rua Dona Amabile Boer";" Vila Santa Maria";" Americana/SP";"13471-612";-22.727346;-47.338015
" Rua Florindo Cibin";" Morada do Sol";" Americana/SP";"13470-253";-22.748721;-47.338071
" Praça Oswaldo Salgals";" Chácara Rodrigues";" Americana/SP";"13465-438";-22.741735;-47.338073
" Rua Doutor Cândido Cruz";" Vila Rehder";" Americana/SP";"13465-350";-22.738225;-47.338106
" Praça Alexandre Fleming";" Vila Santa Catarina";" Americana/SP";"13466-339";-22.750397;-47.338148
" Travessa Nardini";" Jardim São Paulo";" Americana/SP";"13468-152";-22.750782;-47.338177
" Rua Major Rehder";" Vila Rehder";" Americana/SP";"13465-390";-22.737492;-47.338211
" Rua Affonso Giordano";" Vila Rehder";" Americana/SP";"13465-330";-22.744888;-47.338332
" Avenida Prefeito Abdo Najar";" Jardim Marcia Cristina";" Americana/SP";"13466-660";-22.756056;-47.338351
" Rua dos Lírios";" Cidade Jardim I";" Americana/SP";"13466-580";-22.758118;-47.338363
" Rua dos Opalas";" Jardim Bela Vista";" Americana/SP";"13471-220";-22.73339;-47.338408
" Rua do Flamengo";" Jardim Bela Vista";" Americana/SP";"13471-255";-22.722508;-47.338492
" Rua Meier";" Jardim Novo Horizonte";" Americana/SP";"13471-479";-22.718343;-47.338549
" Rua Germano Hansen";" Jardim Progresso";" Americana/SP";"13471-560";-22.723433;-47.338572
" Rua das Águas Marinhas";" Jardim Bela Vista";" Americana/SP";"13471-210";-22.730937;-47.338575
" Rua das Imbuias";" Jardim São Paulo";" Americana/SP";"13468-090";-22.759106;-47.338596
" Rua Capitão Sebastião Antas";" Vila Rehder";" Americana/SP";"13465-380";-22.738276;-47.33868
" Rua dos Crisântemos";" Cidade Jardim I";" Americana/SP";"13466-570";-22.757685;-47.33877
" Avenida Toyobo";" Jardim Paulistano";" Americana/SP";"13471-570";-22.724232;-47.33884
" Rua Ovalter Riedo";" Jardim Bela Vista";" Americana/SP";"13471-216";-22.730057;-47.338901
" Praça Marcos Antônio Gobbo";" Vila São Pedro";" Americana/SP";"13466-519";-22.755945;-47.338973
" Rua dos Antúrios";" Cidade Jardim I";" Americana/SP";"13466-610";-22.760318;-47.338975
" Rua das Palmeiras";" Jardim São Paulo";" Americana/SP";"13468-030";-22.750118;-47.338975
" Rua Polônia";" Jardim Paulistano";" Americana/SP";"13471-590";-22.725358;-47.339065
" Rua Noruega";" Jardim Novo Horizonte";" Americana/SP";"13471-475";-22.719452;-47.339102
" Rua das Orquídeas";" Cidade Jardim II";" Americana/SP";"13467-080";-22.761314;-47.339104
" Praça Francisco Matarazzo";" Vila Santa Catarina";" Americana/SP";"13466-319";-22.746456;-47.339153
" Rua Sete de Setembro";" Centro";" Americana/SP";"13465-320";-22.739945;-47.339201
" Rua Aurélio Santarosa";" Jardim São Domingos";" Americana/SP";"13471-050";-22.735238;-47.339203
" Rua Leonel Benotto";" Jardim Progresso";" Americana/SP";"13471-551";-22.721504;-47.339447
" Rua dos Corais";" Jardim Bela Vista";" Americana/SP";"13471-211";-22.732206;-47.339581
" Rua Andrea Guidolim";" Cidade Jardim I";" Americana/SP";"13466-559";-22.75612;-47.339586
" Rua dos Jasmins";" Cidade Jardim II";" Americana/SP";"13467-197";-22.76701;-47.339769
" Avenida de Cillo";" Jardim São José";" Americana/SP";"13467-000";-22.752477;-47.339847
" Praça Osvaldo Miante";" Jardim Marcia Cristina";" Americana/SP";"13466-662";-22.757578;-47.339867
" Rua Itália";" Jardim Paulistano";" Americana/SP";"13471-550";-22.723761;-47.339993
" Rua Haiti";" Jardim Girassol";" Americana/SP";"13465-681";-22.743637;-47.340006
" Rua dos Ipês";" Jardim São Paulo";" Americana/SP";"13468-040";-22.751646;-47.340083
" Rua Doze de Novembro";" Centro";" Americana/SP";"13465-490";-22.737903;-47.340129
" Rua das Glicínias";" Cidade Jardim II";" Americana/SP";"13467-198";-22.765725;-47.340133
" Praça Toyobo";" Jardim Paulistano";" Americana/SP";"13471-579";-22.721315;-47.340133
" Rua Paulínia";" Parque Novo Mundo";" Americana/SP";"13467-511";-22.774022;-47.34017
" Rua Vinte e Seis";" Jardim Bela Vista";" Americana/SP";"13471-214";-22.732316;-47.340198
" Rua Pacaembu";" Jardim Primavera";" Americana/SP";"13467-440";-22.771281;-47.340239
" Rua Espanha";" Vila Santa Maria";" Americana/SP";"13471-613";-22.726378;-47.34029
" Rua Holanda";" Jardim Paulistano";" Americana/SP";"13471-580";-22.723581;-47.340344
" Praça Nossa Senhora Aparecida";" Centro";" Americana/SP";"13465-459";-22.739114;-47.340354
" Rua Noruega";" Loteamento Jardim Progresso";" Americana/SP";"13471-490";-22.720398;-47.340426
